MySQL [gc_sp21_dinosaurherd_log]> \. queries/timeOnLevels.sql
+--------------------------------------+-------+------+---------------+-----------------------------------------------------------------------------------------------------------+
| uid                                  | level | time | q_detail      | q_detail                                                                                                  |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   29 | {"score":0}   | {"deathCount":0,"score":0,"time":0.36666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   15 | {"score":0}   | {"deathCount":0,"score":0,"time":0.41666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   64 | {"score":0}   | {"deathCount":0,"score":0,"time":0.41666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   15 | {"score":0}   | {"deathCount":0,"score":2,"time":10.316666666667,"preyCollected":2,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   25 | {"score":0}   | {"deathCount":0,"score":0,"time":0.68333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   98 | {"score":0}   | {"deathCount":0,"score":0,"time":0.55,"preyCollected":0,"predCollected":0,"preyDeaths":0}                 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    5 | {"score":0}   | {"deathCount":0,"score":0,"time":0.53333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    5 | {"score":0}   | {"deathCount":0,"score":0,"time":0.53333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   21 | {"score":0}   | {"deathCount":0,"score":0,"time":15.7,"preyCollected":0,"predCollected":0,"preyDeaths":0}                 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    7 | {"score":0}   | {"deathCount":0,"score":0,"time":2.2833333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   18 | {"score":0}   | {"deathCount":0,"score":0,"time":0.45,"preyCollected":0,"predCollected":0,"preyDeaths":0}                 |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   15 | {"score":0}   | {"deathCount":0,"score":0,"time":0.46666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   18 | {"score":0}   | {"deathCount":0,"score":0,"time":0.38333333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   68 | {"score":0}   | {"deathCount":0,"score":0,"time":1.1833333333333,"preyCollected":0,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |   30 | {"score":0}   | {"deathCount":0,"score":1,"time":6.0166666666667,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     3 |   15 | {"score":0}   | {"deathCount":0,"score":1,"time":10.166666666667,"preyCollected":1,"predCollected":0,"preyDeaths":0}      |
| 61F2CF48-1BE7-8576-E22F-351978F53446 |     2 |    6 | {"score":0}   | {"deathCount":0,"score":0,"time":0.46666666666667,"preyCollected":0,"predCollected":0,"preyDeaths":0}     |
